"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","nursery","internet","traveltime","failures","schoolsup","activities","higher","romantic","famrel","freetime","goout","Dalc","Walc","health","guardian","famsup","studytime","paid.mat","absences.mat","G1.mat","G2.mat","G3.mat","paid.por","absences.por","G1.por","G2.por","G3.por"
"285","GP","M",15,"U","GT3","T",4,0,"teacher","other","course","yes","yes",2,0,"no","yes","yes","no",3,4,3,1,1,1,"mother","no",4,"no",8,11,11,10,"no",0,12,11,11
"286","GP","M",15,"U","GT3","T",4,2,"health","services","other","yes","yes",1,0,"no","no","yes","no",2,2,4,2,4,1,"mother","no",1,"yes",4,15,16,15,"no",0,11,11,11
"287","GP","M",15,"U","GT3","T",4,2,"other","other","course","yes","yes",1,0,"no","no","yes","no",3,3,3,1,1,3,"mother","no",4,"no",0,10,10,10,"no",0,11,9,10
"288","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","yes","no",1,0,"no","no","yes","no",4,3,3,2,2,5,"mother","yes",2,"yes",2,15,15,14,"no",4,11,12,13
"289","GP","M",15,"U","GT3","T",4,3,"teacher","other","course","yes","yes",2,0,"no","no","yes","no",5,4,3,1,2,3,"mother","yes",2,"yes",2,10,10,11,"no",0,12,12,13
"290","GP","M",15,"U","GT3","T",4,3,"teacher","other","home","yes","yes",1,0,"no","yes","yes","no",4,3,3,2,3,5,"mother","yes",2,"yes",6,9,9,10,"no",0,11,11,11
"291","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","yes","yes",1,0,"no","no","yes","no",4,4,1,1,1,1,"mother","no",2,"no",0,13,14,15,"no",0,12,13,14
"292","GP","M",15,"U","GT3","T",4,3,"teacher","services","course","yes","yes",2,0,"yes","no","yes","no",2,2,2,1,1,3,"father","yes",4,"no",0,7,9,0,"no",6,9,11,11
"293","GP","M",15,"U","GT3","T",4,4,"health","health","other","yes","yes",1,0,"no","no","yes","no",5,4,2,1,1,5,"father","yes",1,"yes",0,12,15,15,"yes",0,11,12,12
"294","GP","M",15,"U","GT3","T",4,4,"health","services","home","no","yes",1,0,"no","no","yes","no",5,4,2,3,4,5,"mother","yes",2,"yes",0,9,11,12,"yes",0,10,11,11
"295","GP","M",15,"U","GT3","T",4,4,"other","teacher","reputation","yes","no",2,0,"no","yes","yes","no",4,4,3,1,1,2,"father","yes",2,"no",2,11,13,14,"no",4,16,15,16
"296","GP","M",15,"U","GT3","T",4,4,"services","other","course","no","yes",1,0,"no","yes","yes","no",5,3,3,1,1,5,"mother","yes",1,"no",4,10,13,14,"yes",2,12,13,12
"297","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","yes","yes",2,0,"no","yes","yes","no",4,3,1,1,1,5,"mother","yes",2,"no",0,17,16,17,"no",2,15,15,15
"298","GP","M",15,"U","GT3","T",4,4,"services","teacher","course","yes","yes",1,0,"no","yes","yes","no",4,3,3,1,1,5,"father","yes",2,"no",2,19,18,18,"no",0,14,15,15
"299","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","yes","no",1,0,"no","yes","yes","no",3,2,2,1,1,5,"mother","yes",2,"no",4,14,15,15,"no",8,15,15,16
"300","GP","M",15,"U","LE3","A",2,1,"services","other","course","yes","yes",4,0,"no","no","yes","no",4,5,5,2,5,5,"mother","no",1,NA,NA,NA,NA,NA,"no",0,12,11,11
"301","GP","M",15,"U","LE3","A",2,1,"services","other","course","yes","yes",4,3,"no","no","yes","no",4,5,5,2,5,5,"mother","no",1,"no",0,8,9,10,NA,NA,NA,NA,NA
"302","GP","M",15,"U","LE3","A",3,2,"services","other","home","yes","yes",1,0,"no","no","yes","no",4,2,2,1,1,1,"mother","yes",2,"yes",0,16,18,19,"no",0,15,16,17
"303","GP","M",15,"U","LE3","A",4,2,"health","health","other","yes","no",2,0,"no","no","yes","no",5,5,5,3,4,5,"father","no",1,NA,NA,NA,NA,NA,"no",4,10,9,9
"304","GP","M",15,"U","LE3","A",4,2,"health","health","other","yes","no",2,1,"no","no","yes","no",5,5,5,3,4,5,"father","no",1,"no",6,11,11,10,NA,NA,NA,NA,NA
"305","GP","M",15,"U","LE3","A",4,4,"teacher","teacher","course","yes","yes",1,0,"no","yes","yes","no",5,5,3,1,1,4,"mother","no",1,"no",6,18,19,19,"no",4,13,14,14
"306","GP","M",15,"U","LE3","T",1,2,"other","at_home","home","yes","yes",1,0,"yes","yes","yes","no",4,3,2,1,1,5,"father","yes",2,"no",2,9,10,9,"no",0,14,13,14
"307","GP","M",15,"U","LE3","T",1,2,"other","other","course","yes","no",2,0,"no","yes","yes","no",4,4,4,2,4,5,"mother","no",1,NA,NA,NA,NA,NA,"no",2,8,9,10
"308","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","yes","yes",1,0,"no","yes","yes","no",4,3,4,1,1,4,"mother","yes",4,"no",6,11,13,14,"no",2,11,12,12
"309","GP","M",15,"U","LE3","T",2,2,"services","services","home","yes","yes",2,0,"no","yes","yes","no",5,3,3,1,3,4,"mother","no",2,"yes",4,15,15,15,"yes",2,13,12,13
"310","GP","M",15,"U","LE3","T",3,3,"other","other","course","no","yes",1,0,"no","yes","yes","no",5,3,2,1,1,2,"mother","no",2,"no",0,8,10,12,"no",0,13,12,12
"311","GP","M",15,"U","LE3","T",4,2,"teacher","other","course","yes","yes",1,0,"no","no","yes","no",3,5,2,1,1,3,"mother","no",1,"no",10,18,19,19,"no",10,18,17,18
"312","GP","M",15,"U","LE3","T",4,3,"teacher","services","home","yes","yes",1,0,"no","yes","yes","no",5,4,3,1,1,4,"mother","yes",3,"no",2,15,16,18,"no",0,14,14,14
"313","GP","M",15,"U","LE3","T",4,4,"health","services","course","yes","yes",1,0,"no","yes","yes","no",4,3,3,1,3,5,"father","yes",1,"yes",2,14,14,14,"no",0,12,13,12
"314","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","no","yes",1,0,"no","no","yes","yes",5,4,3,2,4,5,"other","yes",1,"no",8,12,12,12,"no",8,10,11,11
"315","GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","yes","yes",2,0,"no","yes","yes","yes",2,4,3,1,1,5,"mother","yes",3,"no",7,15,16,15,"no",4,13,13,13
"316","GP","M",16,"R","GT3","T",2,1,"other","other","course","no","no",2,0,"no","yes","yes","no",3,3,2,1,3,3,"mother","no",1,"no",0,8,9,8,"no",2,14,13,12
"317","GP","M",16,"R","GT3","T",2,2,"at_home","other","course","no","no",3,0,"no","no","yes","no",4,2,2,1,2,3,"mother","no",1,"no",2,17,15,15,"no",4,12,10,11
"318","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","yes","yes",1,0,"no","yes","yes","no",4,3,2,3,4,5,"mother","yes",1,"no",8,8,9,10,"no",0,11,10,10
"319","GP","M",16,"R","GT3","T",4,2,"teacher","services","other","yes","yes",1,0,"no","yes","yes","yes",4,3,3,3,4,3,"mother","yes",1,"no",10,10,8,9,"no",8,10,9,11
"320","GP","M",16,"R","GT3","T",4,3,"services","other","reputation","no","yes",2,0,"yes","yes","yes","no",3,3,3,1,1,4,"mother","yes",1,"no",2,11,15,15,"yes",6,9,11,11
"321","GP","M",16,"R","GT3","T",4,4,"teacher","teacher","course","yes","yes",1,0,"no","yes","yes","no",3,5,5,2,5,4,"mother","no",1,"yes",8,18,18,18,"no",8,14,14,15
"322","GP","M",16,"R","LE3","T",3,3,"teacher","other","home","yes","yes",3,0,"no","yes","yes","no",3,3,4,3,5,3,"father","yes",1,"yes",8,9,9,10,"no",16,10,11,12
"323","GP","M",16,"U","GT3","T",0,2,"other","other","other","no","yes",1,0,"no","no","yes","no",4,3,2,2,4,5,"mother","no",1,"yes",0,13,15,15,"no",0,11,12,11
"324","GP","M",16,"U","GT3","T",1,0,"other","other","reputation","yes","yes",2,0,"no","yes","yes","yes",4,3,2,1,1,3,"mother","yes",2,"yes",2,13,15,16,"no",0,16,17,18
"325","GP","M",16,"U","GT3","T",1,2,"services","services","other","yes","yes",1,0,"no","yes","yes","yes",3,3,3,1,2,3,"mother","yes",1,"yes",2,11,12,11,"no",0,10,9,11
"326","GP","M",16,"U","GT3","T",1,3,"at_home","services","course","yes","yes",1,1,"no","no","no","no",5,3,3,1,4,2,"father","no",1,NA,NA,NA,NA,NA,"no",2,9,8,8
"327","GP","M",16,"U","GT3","T",2,1,"at_home","other","course","yes","no",4,0,"no","no","yes","no",3,2,1,1,1,2,"mother","no",1,NA,NA,NA,NA,NA,"no",4,9,9,11
"328","GP","M",16,"U","GT3","T",2,1,"other","other","course","yes","yes",3,0,"no","no","yes","no",4,3,3,1,1,4,"mother","no",1,"no",6,18,18,18,"no",7,15,16,16
"329","GP","M",16,"U","GT3","T",2,2,"other","other","course","yes","yes",1,0,"no","no","no","no",4,3,5,2,4,4,"father","no",2,"no",4,10,10,10,"no",0,9,10,11
"330","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","no","yes",2,0,"no","yes","yes","no",4,4,2,1,1,3,"father","no",2,NA,NA,NA,NA,NA,"no",6,12,10,11
"331","GP","M",16,"U","GT3","T",2,2,"services","other","reputation","no","yes",2,1,"no","yes","yes","no",4,4,2,1,1,3,"father","no",2,"yes",12,11,10,10,NA,NA,NA,NA,NA
"332","GP","M",16,"U","GT3","T",2,3,"other","other","course","no","yes",2,0,"no","no","yes","yes",3,2,3,2,2,1,"mother","yes",3,NA,NA,NA,NA,NA,"no",4,13,12,13
"333","GP","M",16,"U","GT3","T",2,3,"other","other","home","yes","yes",2,0,"no","no","yes","no",5,3,3,1,1,3,"father","no",1,"no",0,13,14,14,"no",0,13,12,12
"334","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","no",1,0,"no","yes","yes","no",5,3,2,2,2,5,"mother","no",1,"no",2,12,12,14,"no",0,13,13,14
"335","GP","M",16,"U","GT3","T",3,1,"other","other","reputation","yes","yes",2,0,"no","no","yes","no",4,3,2,1,1,5,"father","yes",4,"yes",0,13,15,15,"no",2,13,11,11
"336","GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","yes","yes",2,0,"no","yes","yes","yes",5,3,3,1,3,2,"mother","no",3,"no",10,11,9,10,"no",0,12,12,12
"337","GP","M",16,"U","GT3","T",3,2,"other","other","home","no","yes",1,0,"no","no","yes","no",5,4,3,1,1,5,"mother","yes",1,"yes",0,12,14,15,"no",4,12,12,12
"338","GP","M",16,"U","GT3","T",3,2,"services","services","course","no","no",2,1,"no","yes","no","no",4,5,2,1,1,2,"mother","yes",1,"no",16,12,11,12,NA,NA,NA,NA,NA
"339","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","no","yes",3,0,"yes","no","yes","no",5,3,3,1,3,2,"other","yes",2,"no",6,7,10,10,NA,NA,NA,NA,NA
"340","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","no","yes",3,1,"yes","no","yes","no",5,3,3,1,3,2,"other","yes",2,NA,NA,NA,NA,NA,"no",4,9,11,10
"341","GP","M",16,"U","GT3","T",3,3,"other","services","course","yes","yes",1,1,"no","no","yes","yes",4,5,5,4,4,5,"father","yes",2,"yes",4,10,12,12,"no",0,10,10,1
"342","GP","M",16,"U","GT3","T",3,3,"other","services","home","yes","yes",2,0,"no","yes","yes","no",5,4,2,1,1,5,"father","no",1,"no",0,13,14,13,"no",6,14,14,15
"343","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes",1,0,"no","yes","yes","no",5,3,3,1,1,5,"father","yes",3,"no",2,16,18,18,"no",4,13,14,14
"344","GP","M",16,"U","GT3","T",3,3,"services","other","home","yes","yes",1,0,"no","yes","yes","yes",4,2,3,1,2,3,"mother","no",2,"yes",2,12,13,12,"no",0,11,12,13
"345","GP","M",16,"U","GT3","T",3,4,"other","other","course","no","yes",3,1,"no","yes","yes","no",3,4,5,2,4,2,"father","yes",1,NA,NA,NA,NA,NA,"no",4,9,9,10
"346","GP","M",16,"U","GT3","T",3,4,"other","other","course","no","yes",3,2,"no","yes","yes","no",3,4,5,2,4,2,"father","yes",1,"no",0,6,5,0,NA,NA,NA,NA,NA
"347","GP","M",16,"U","GT3","T",4,3,"health","services","reputation","yes","yes",1,0,"no","yes","yes","no",4,2,2,1,1,2,"mother","no",4,"no",4,19,19,20,"no",2,17,17,17
"348","GP","M",16,"U","GT3","T",4,3,"teacher","other","home","yes","yes",1,0,"no","yes","yes","no",3,4,3,2,3,3,"mother","yes",2,"yes",10,9,8,8,"yes",4,11,10,11
"349","GP","M",16,"U","GT3","T",4,4,"health","other","course","yes","yes",1,0,"no","yes","yes","no",3,4,4,1,4,5,"mother","yes",1,"no",18,14,11,13,"no",4,12,13,13
"350","GP","M",16,"U","GT3","T",4,4,"health","other","reputation","yes","yes",1,0,"no","yes","yes","no",4,2,4,2,4,1,"father","yes",2,"yes",2,14,13,13,"no",0,13,13,14
"351","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes",1,0,"no","yes","yes","no",5,3,2,1,2,5,"mother","no",1,"no",0,13,12,12,"yes",4,14,15,15
"352","GP","M",16,"U","GT3","T",4,4,"services","services","course","yes","yes",1,0,"no","yes","yes","no",5,3,3,1,3,5,"mother","yes",3,NA,NA,NA,NA,NA,"no",0,15,13,13
"353","GP","M",16,"U","GT3","T",4,4,"services","services","other","yes","yes",1,0,"yes","yes","yes","no",4,5,5,5,5,4,"mother","yes",1,"yes",14,7,7,5,"no",12,9,9,8
"354","GP","M",16,"U","GT3","T",4,4,"services","teacher","other","yes","yes",1,0,"no","yes","yes","yes",4,4,3,1,1,4,"father","yes",3,"no",0,16,17,17,"no",0,16,16,16
"355","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes",1,0,"no","no","no","yes",3,3,2,2,1,5,"mother","yes",1,"no",0,7,6,0,"no",16,9,9,8
"356","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","yes","yes",1,0,"no","yes","yes","no",5,4,4,1,2,5,"father","yes",2,"no",2,15,15,16,"no",6,16,14,14
"357","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","yes","yes",1,0,"no","yes","yes","yes",4,4,5,5,5,5,"mother","yes",2,"yes",16,10,12,11,"yes",4,12,11,12
"358","GP","M",16,"U","LE3","A",3,4,"services","other","home","yes","yes",1,0,"yes","yes","yes","no",5,3,3,1,1,5,"mother","yes",2,"no",4,11,11,11,"yes",2,12,12,13
"359","GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","yes","no",1,0,"no","no","yes","no",4,1,3,3,5,5,"mother","yes",2,"no",18,8,6,7,"no",6,9,9,10
"360","GP","M",16,"U","LE3","T",1,1,"other","other","home","yes","yes",2,0,"no","no","yes","no",3,4,2,1,1,5,"mother","yes",2,"yes",18,9,7,6,"no",2,9,9,9
"361","GP","M",16,"U","LE3","T",1,1,"services","other","course","yes","no",1,1,"no","no","yes","yes",4,4,4,1,3,5,"mother","no",2,"no",0,14,12,12,NA,NA,NA,NA,NA
"362","GP","M",16,"U","LE3","T",1,1,"services","other","course","yes","no",1,2,"no","no","yes","yes",4,4,4,1,3,5,"mother","no",2,NA,NA,NA,NA,NA,"no",0,10,10,10
"363","GP","M",16,"U","LE3","T",1,2,"health","services","course","no","yes",2,2,"no","no","yes","no",4,4,5,3,5,5,"mother","no",1,NA,NA,NA,NA,NA,"no",0,9,8,10
"364","GP","M",16,"U","LE3","T",1,2,"other","other","course","yes","no",2,1,"no","yes","yes","no",4,4,4,2,4,5,"mother","no",1,"no",0,7,0,0,NA,NA,NA,NA,NA
"365","GP","M",16,"U","LE3","T",2,1,"at_home","other","course","yes","no",1,1,"no","yes","yes","yes",4,4,4,3,5,5,"mother","no",1,"no",6,12,13,14,"no",6,9,10,10
"366","GP","M",16,"U","LE3","T",2,1,"other","other","course","yes","yes",1,0,"no","yes","yes","yes",4,2,3,1,2,5,"mother","no",2,"yes",0,15,15,15,"no",0,13,14,16
"367","GP","M",16,"U","LE3","T",2,2,"other","other","home","yes","yes",1,0,"no","no","yes","no",4,4,4,1,1,3,"mother","no",2,"no",0,12,12,11,"no",0,13,12,13
"368","GP","M",16,"U","LE3","T",2,2,"other","other","reputation","yes","yes",2,0,"no","yes","yes","no",5,4,4,2,4,5,"mother","yes",2,"no",0,13,13,12,"no",2,10,10,10
"369","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","yes","yes",2,0,"no","yes","yes","no",2,3,3,2,2,2,"father","yes",1,NA,NA,NA,NA,NA,"no",4,12,11,11
"370","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","yes","yes",2,2,"no","yes","yes","no",2,3,3,2,2,2,"father","yes",1,"no",8,9,9,9,NA,NA,NA,NA,NA
"371","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","yes","yes",1,0,"no","yes","yes","no",4,5,1,1,3,5,"mother","no",2,"no",2,15,15,16,"no",0,12,13,14
"372","GP","M",16,"U","LE3","T",4,3,"health","other","home","yes","yes",1,0,"no","yes","yes","no",3,1,3,1,3,5,"father","no",1,"yes",4,8,10,10,"no",6,12,12,12
"373","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","yes","yes",1,0,"no","yes","yes","no",5,4,2,1,2,5,"mother","yes",2,"yes",10,15,15,15,"no",6,12,12,13
"374","GP","M",16,"U","LE3","T",4,3,"teacher","other","course","no","yes",1,0,"no","yes","yes","no",5,4,5,1,1,3,"mother","no",1,"no",0,6,0,0,"no",7,14,14,15
"375","GP","M",17,"R","GT3","T",1,1,"other","other","home","no","yes",2,0,"no","no","yes","yes",4,3,3,1,1,1,"father","no",3,NA,NA,NA,NA,NA,"no",2,13,14,15
"376","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","no","no",1,0,"no","yes","yes","yes",3,5,2,2,2,1,"mother","yes",2,"yes",2,15,14,14,"no",2,16,17,18
"377","GP","M",17,"R","GT3","T",1,2,"at_home","other","home","yes","no",1,0,"no","no","yes","no",3,1,3,1,5,3,"mother","no",2,"no",4,8,9,10,"no",6,9,9,10
"378","GP","M",17,"R","GT3","T",1,3,"other","other","course","yes","yes",3,1,"no","yes","yes","no",5,2,4,1,4,5,"father","yes",2,"no",20,9,7,8,"no",14,12,11,11
"379","GP","M",17,"R","GT3","T",2,1,"other","other","course","no","yes",1,0,"no","no","yes","no",4,4,2,2,4,5,"mother","no",1,"no",0,8,12,12,"no",0,12,12,13
"380","GP","M",17,"R","GT3","T",2,2,"other","other","course","yes","yes",2,0,"no","yes","yes","no",4,5,2,1,1,1,"father","yes",2,"yes",4,11,11,11,"no",0,12,13,13
"381","GP","M",17,"R","GT3","T",2,2,"other","services","other","no","no",2,0,"no","no","no","no",5,2,2,1,1,4,"mother","no",1,NA,NA,NA,NA,NA,"no",0,9,10,10
"382","GP","M",17,"R","GT3","T",2,2,"services","other","course","yes","yes",4,0,"no","no","yes","no",4,4,5,5,5,4,"mother","yes",1,"no",8,11,10,10,"no",2,11,10,10
"383","GP","M",17,"R","GT3","T",3,2,"other","other","course","yes","yes",2,2,"yes","no","yes","yes",4,4,4,1,4,3,"mother","yes",2,NA,NA,NA,NA,NA,"no",4,7,6,8
"384","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","yes","no",3,0,"no","no","yes","no",5,4,5,2,4,5,"mother","no",2,"no",0,10,0,0,"no",2,10,9,10
"385","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","yes","yes",2,0,"no","no","yes","no",3,3,3,2,3,4,"mother","yes",2,"yes",2,10,11,12,"no",0,12,12,12
"386","GP","M",17,"R","LE3","T",1,1,"other","services","course","yes","no",4,0,"no","yes","no","yes",5,3,5,1,5,5,"mother","no",2,NA,NA,NA,NA,NA,"no",0,8,8,8
"387","GP","M",17,"R","LE3","T",1,1,"other","services","course","yes","no",4,3,"no","yes","no","yes",5,3,5,1,5,5,"mother","no",2,"no",0,5,8,7,NA,NA,NA,NA,NA
"388","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","yes","no",1,0,"no","no","yes","no",2,2,2,3,3,5,"mother","no",1,"no",8,16,12,13,NA,NA,NA,NA,NA
"389","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","yes","no",1,3,"no","no","yes","no",2,2,2,3,3,5,"mother","no",1,NA,NA,NA,NA,NA,"no",14,9,8,10
"390","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","yes","yes",2,1,"no","yes","no","yes",3,3,2,2,2,5,"mother","no",1,NA,NA,NA,NA,NA,"yes",8,8,8,9
"391","GP","M",17,"R","LE3","T",2,1,"at_home","other","course","yes","yes",2,2,"no","yes","no","yes",3,3,2,2,2,5,"mother","no",1,"no",0,7,6,0,NA,NA,NA,NA,NA
"392","GP","M",17,"U","GT3","T",1,1,"other","other","reputation","no","yes",1,0,"no","no","yes","no",4,3,3,1,2,4,"father","no",2,"yes",2,12,10,11,"no",0,12,12,12
"393","GP","M",17,"U","GT3","T",1,2,"at_home","services","other","no","yes",2,0,"no","yes","yes","no",4,4,4,4,5,5,"other","no",2,"yes",12,7,8,8,"no",16,10,11,12
"394","GP","M",17,"U","GT3","T",1,3,"at_home","services","course","yes","yes",1,0,"no","no","no","no",5,3,3,1,4,2,"father","no",1,"no",2,10,10,10,NA,NA,NA,NA,NA
"395","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes",1,0,"no","no","yes","no",5,4,5,1,2,5,"mother","yes",1,NA,NA,NA,NA,NA,"no",22,9,7,6
"396","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes",1,3,"no","no","yes","no",5,4,5,1,2,5,"mother","yes",1,"no",0,5,0,0,NA,NA,NA,NA,NA
"397","GP","M",17,"U","GT3","T",2,1,"other","other","home","yes","yes",2,3,"yes","yes","no","no",4,5,1,1,1,3,"mother","yes",1,"no",2,8,8,10,"no",0,9,9,10
"398","GP","M",17,"U","GT3","T",2,2,"other","other","home","yes","yes",2,0,"no","no","no","no",4,4,4,2,3,4,"father","no",1,NA,NA,NA,NA,NA,"no",8,8,8,9
"399","GP","M",17,"U","GT3","T",2,3,"other","other","course","yes","yes",2,0,"no","no","yes","no",5,2,2,1,1,2,"father","no",1,"no",4,12,12,13,"no",2,9,12,13
"400","GP","M",17,"U","GT3","T",3,1,"services","other","other","yes","yes",1,0,"no","yes","yes","yes",5,4,4,3,4,5,"mother","no",2,"yes",2,9,9,10,"no",0,11,11,14
"401","GP","M",17,"U","GT3","T",3,2,"services","services","course","no","no",2,3,"no","yes","no","no",4,5,2,1,1,2,"mother","yes",1,NA,NA,NA,NA,NA,"no",10,8,7,8
"402","GP","M",17,"U","GT3","T",3,2,"services","services","course","yes","yes",1,3,"no","yes","yes","no",5,5,5,2,4,5,"mother","yes",1,"no",16,6,5,5,"yes",2,8,8,7
"403","GP","M",17,"U","GT3","T",3,3,"health","other","home","yes","yes",1,0,"no","no","yes","no",4,4,3,1,3,5,"mother","yes",1,"yes",4,14,12,11,"no",0,14,15,15
"404","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","no","yes",1,0,"no","yes","yes","no",4,3,4,1,4,4,"father","no",2,"no",4,6,5,6,"no",4,11,9,10
"405","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","no","yes",1,0,"no","yes","yes","no",4,3,5,3,5,5,"mother","no",1,"no",3,14,15,16,"no",0,17,18,17
"406","GP","M",17,"U","GT3","T",3,3,"services","services","other","yes","yes",1,0,"no","yes","yes","yes",4,3,4,2,3,4,"mother","yes",2,"no",12,12,12,11,"no",6,11,13,14
"407","GP","M",17,"U","GT3","T",4,3,"other","other","course","yes","yes",1,0,"no","yes","yes","yes",5,2,3,1,1,2,"mother","yes",2,"no",4,10,10,11,"yes",4,11,11,13
"408","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","yes","yes",1,0,"no","no","yes","no",5,2,3,1,2,5,"mother","no",1,"no",4,17,15,16,"no",4,13,13,14
"409","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","no","yes",1,0,"no","yes","yes","no",4,2,1,1,2,5,"mother","yes",1,NA,NA,NA,NA,NA,"no",6,10,8,9
"410","GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","yes","yes",1,0,"yes","yes","yes","yes",4,5,5,1,3,2,"mother","yes",2,"no",14,11,9,9,"no",0,13,13,13
"411","GP","M",17,"U","LE3","A",3,2,"other","other","reputation","yes","yes",1,0,"no","no","yes","no",4,4,4,1,2,5,"mother","yes",2,NA,NA,NA,NA,NA,"no",10,16,18,18
"412","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","yes","yes",1,0,"no","no","yes","no",4,4,4,3,4,3,"mother","no",1,NA,NA,NA,NA,NA,"no",18,13,13,13
"413","GP","M",17,"U","LE3","A",3,2,"teacher","services","home","yes","yes",1,1,"no","no","yes","no",4,4,4,3,4,3,"mother","no",1,"no",19,11,9,10,NA,NA,NA,NA,NA
"414","GP","M",17,"U","LE3","A",4,1,"services","other","home","yes","yes",2,0,"no","yes","yes","yes",4,5,4,2,4,5,"mother","no",1,"yes",30,8,8,8,"no",22,11,11,10
"415","GP","M",17,"U","LE3","A",4,4,"health","other","reputation","yes","yes",1,0,"no","no","yes","no",4,4,2,1,2,4,"mother","yes",3,NA,NA,NA,NA,NA,"no",2,12,15,15
"416","GP","M",17,"U","LE3","T",1,1,"health","other","course","yes","yes",2,1,"no","yes","yes","no",4,4,4,1,2,5,"mother","yes",1,"no",2,7,9,8,"no",0,9,10,10
"417","GP","M",17,"U","LE3","T",2,2,"other","other","home","no","yes",1,0,"no","yes","yes","yes",4,4,2,5,5,4,"father","no",2,"yes",4,14,13,13,"no",0,16,16,16
"418","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","no","yes",1,0,"no","no","yes","no",5,3,3,1,3,3,"father","yes",2,"yes",2,12,11,12,"no",0,10,11,11
"419","GP","M",17,"U","LE3","T",4,3,"health","other","course","yes","yes",2,0,"no","yes","yes","yes",2,5,5,1,4,5,"mother","no",2,"no",14,12,12,12,"no",8,15,15,15
"420","GP","M",17,"U","LE3","T",4,3,"teacher","other","course","yes","yes",2,0,"no","yes","yes","no",4,4,4,4,4,4,"mother","no",2,"yes",4,10,9,9,"no",0,10,11,11
"421","GP","M",17,"U","LE3","T",4,4,"other","teacher","home","yes","yes",2,0,"no","no","yes","no",4,1,1,2,2,5,"father","no",1,"yes",0,11,11,10,"no",0,12,13,13
"422","GP","M",17,"U","LE3","T",4,4,"services","other","home","yes","yes",1,0,"no","no","yes","yes",5,3,5,4,5,3,"mother","yes",2,"yes",13,12,12,13,"no",15,13,12,12
"423","GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","yes","yes",1,0,"no","yes","yes","no",4,4,4,1,3,5,"mother","yes",2,"yes",0,13,11,10,"no",0,11,9,10
"424","GP","M",18,"R","GT3","T",2,2,"services","other","reputation","yes","yes",1,2,"no","yes","yes","no",3,3,3,1,2,4,"mother","yes",1,"no",0,7,4,0,NA,NA,NA,NA,NA
"425","GP","M",18,"R","GT3","T",2,3,"other","services","reputation","yes","yes",1,0,"no","no","yes","no",3,1,3,4,5,4,"father","no",1,NA,NA,NA,NA,NA,"no",13,13,14,14
"426","GP","M",18,"R","GT3","T",3,2,"other","other","course","no","no",1,0,"no","yes","yes","no",5,3,2,1,1,3,"mother","no",3,"no",1,13,12,12,"no",2,10,11,12
"427","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","yes","yes",1,0,"no","no","yes","yes",5,3,2,1,2,4,"mother","no",3,"no",9,16,15,16,"no",4,15,14,17
"428","GP","M",18,"R","LE3","A",3,4,"other","other","reputation","yes","yes",2,0,"no","yes","yes","no",4,2,5,3,4,1,"mother","yes",2,"yes",13,17,17,17,"no",6,15,16,16
